index,filename,poster,title,post
1443,18872page120121213024010238501.html,/profiles/PUVGCJ2IDRG2HU6/,Hey! Why not.....,"...join 'Lily and Panda's superstore' 
From Hooche to cubimals , From food to jellisacs!

We now supply for parties and special occassions!

JOIN NOW! 

www.glitch.com/groups/RUVP7..."
1444,18875page120121213030517338618.html,/profiles/PUV6MQ9VEPF2701/,SOLD,"1 brand new Icon of Cosma for 30k. 
Open to trade for other items of equivalent value.

IM or message. I'm online fairly often."
1445,18880page120121213030235152399.html,/profiles/PM1GBN2Q1H12041/,Cactus and sno cone cubimal,Cactus cubimal         6 c? Enyone want im me.
1446,18883page120121213022954177840.html,/profiles/PUVFRVFL49E2AO6/,Cubi Sale!! Some Semi Rares+Yeti,"All commons are free!  This includes: Batterfly, butterfly, chick, crab, frog, pig, firefly

5k semi rares include:
Juju
Smuggler
Dustbunny
Deimaginator-SOLD!

Finally, Yeti- 50k

Edit- Please IM me in game and i will get to you faster!  Thanks!"
1447,18884page120121213031602675955.html,/profiles/PUVFRVFL49E2AO6/,BUYING ALL LEM EMBLEMS 3K!,"Buying all lem emblems 3k per, i already have lem icon so If you have 9, 10, or 11 emblems i will trade you the icon for them.

Thanks you for your help, Dr.CookieEater"
1448,18885page120121213021614884216.html,/profiles/PHF37VVPE4D2UUT/,WITTGENSTEIN DOLL FOR SALE OR TRADE [COMPLETED],"Please post your offers in this thread if you're interested. I'm open to currants or offers of exchange for rare items.
Cheers!

COMPLETED! Thanks Rufus!"
1449,18886page120121213031643191248.html,/profiles/PUVI3920VSF2744/,Selling emblems 3.5k each!,"I have
*2 Zille
*1 Lem
*1 Mab
*2 Friendly
*1 Pot
You will be most likely to get one if you IM me, but first come, first serve! I will trade for ANY other emblem. No mail please unless we have already talked and you are mailing me the item or money. Thanks!

                                                                                                     ~~Sutton~~"
1450,18889page120121213024638213070.html,/profiles/PUVQ43NE5RL2QQP/,ICON!!!!!!!!!!,Selling icon of Lem for around 30k IM or Friend me if interested
1451,18893page120121213030627114955.html,/profiles/PUV2PKJ030I26A8/,Friedrich Nietzsche and Ayn Rand Doll - will sell or trade.  ***SOLD***,"350k each - Together or alone... or consider trade for something I don't have.

ETA: SOLD"
1452,18894page120121213024128330478.html,/profiles/PHVM8V6IJOB2QQB/,Mab emblems for trade,"Have multiple Mab emblems, will trade for Alph, Grendaline, Humbaba, Lem, Pot, Spriggan Tii and/or Zille emblems."
1453,18896page120121213022747864537.html,/profiles/PDO4478SMHR2FIP/,Cheap Blockmaker Parts!,Im currently selling Cheper Block maker parts then the Vendor sells
1454,18905page120121213022440918973.html,/profiles/PCREMRVAJNS1JKK/,Sold,sold
1455,18907page120121213021404913283.html,/profiles/PA94NH11CGD2IIF/,Rube Cubimal sold,gawnnn!
1456,18909page120121213024931591013.html,/profiles/PUVFGCE493H2I7G/,Done!:D,"I'm offering the following for a funpickle:
A Full Set of Icons - Worth 325K
50 Strawberry Seeds- Worth 1 Mil ATM via Auctions
All Cubimals except Rook (ONE OF EACH) - Worth over 1 Mil
5 Completed SWF Games- Worth up to 20K
100K
A Full Set of Dolls - Easily worth 1 Mil
21 FULL Sets of Easter Eggs - Worth at least 500K
12 Wine of the Dead - About 15K
1 Reshuffle Cards - Around 15-20K
2 Get Out of Hell Free Cards - Worth about 3.5-4K
1 Teleportation Script to Hell - Usually about 10K
10 Blue Sno Cones - 750c
10 Green Sno Cones - 1500c
10 Orange Sno Cones - 3000c
10 Red Sno Cones - 6000c
10 Purple Sno Cones - 11000c
Altogether, this is worth almost 4 MILLION CURRANTS! This beats any of the other FunPickle offers.
PLEASE sell me your pickle...I want one sooooo bad!!!:D"
1457,18912page120121213022532641621.html,/profiles/PHV42RH48O02524/,**Updated Above -**,"Here are today's (Sat.) Cubie Prices:

Batterfly        	2400 each have 4
Bureaucrat   	3300
Cactus     	3300
Crab	    	2400 each have 5  
Dustbunny 5500		
Firefly 2600 each have 5
Frog 3000 each have 2
Greeterbot 5000
Gwenlyon	57,000
Helga		48,000
SOLD -- Juju			2800 -- SOLD 
Smuggler	4500
Snowcone	4500 each have 2
SOLD -- Uncle Frndly	59,000 -- SOLD"
1458,18915page120121213022941141669.html,/profiles/PA9HCBP7QUD2URR/,Buying Common Cubimals,"I will buy any cubimals for 25 currants or less. If your price is above I  will think about it, but most likely will not buy many if any."
1459,18916page120121213022216911491.html,/profiles/PA94NH11CGD2IIF/,Ludwig Wittgenstein doll SOLD,IM me in game!
1460,18919page120121213030417284700.html,/profiles/PUVP2V409QH2DHU/,looking to buy Tii Icon!,"please add me, message me or IM me! 
Thanks!"
1461,18921page120121213021713078057.html,/profiles/PCR48I15AUT1JQA/,Emblems for sale,Will sell each emblem for 2900 currants. ty
1462,18924page120121213025817727107.html,/profiles/PA9P1OOR7VD2CAP/,Cubies for sale!,"Dustbunny x5  
Bureaucratx2 
Sno Cone  x2
deimaginator
Greeterbot
uncle Friendly
Smuggler

Also have Crab, Frog, firefly, Piggies, chicks, batterfly, and butterfly for best offer. 

Edited to update what I have."
1463,18930page120121213031803143301.html,/profiles/PHF6RA344FD2M3H/,buying a senor fun pickle 1m currants,looking to buy a senor fun pickle my offer is 1m
1464,18934page120121213021010668615.html,/profiles/PUVQGGOG6PK29DN/,"Nietzche Doll for sale (325K) Also, the cheapest Doll in the Marketplace.","Selling my Doll for 325K, OBO. IM me ingame. :)"
1465,18936page120121213030407796743.html,/profiles/PHV6C84JR2821C3/,Done,"I have a spare for sale. Feel free to contact me in game... or here. 

Cheers!"
1466,18937page120121213025501152909.html,/profiles/PUVFGCE493H2I7G/,Semi Rare Cubimals...,"Juju, Cactus, Sno Cone, Squid, Bureacrat-3k each
Deimaginator, Dustbunny, Smuggler, Greeterbot-5k each
Discounts for more than one! Or trading for other items."
1467,18947page120121213022249580072.html,/profiles/PUV4VVQ437G2S17/,"I am looking to buy or trade for a Dusty Stick, a GNG, or a Fun Pickle.",As I have said in the title. :D
1468,18949page120121213021230815265.html,/profiles/PUVHA5E80RH2M60/,"smuggler, bureaucrat, sno cone, juju, and cactus cubimals for sale!","smuggler - 5k 

bureaucrat, sno cone, juju - 3k each 

cactus - 2.5k 

one cactus was sold but i found another so it's for sale too!
=)"
1469,18950page120121213030536642779.html,/profiles/PUV2PCFUPSF2NBE/,.,All done!
1470,18952page120121213025830685123.html,/profiles/PA9CPTVMJ4E2J61/,.,.
1471,18955page120121213025326539071.html,/profiles/PHVLR1PRT4A2GM2/,"Full set of icons 275k, or 30k each - SOLD",I have a second set of icons which came in handy for hitting level 60 - would you like one or all of them? Let me know :)
1472,18969page120121213031057951559.html,/profiles/PHVM21BKGB92OU0/,Miss the egg hunt fun? Full Easter Eggs sets available for sale.,"Message me in game.
Feel free to send me a letter.
We'll work something out."
1473,18977page120121213021630905889.html,/profiles/PUVQGGOG6PK29DN/,TP Script to Hell (10K each),"This is Me and I made a LOT of TP Scripts to Hell (Naraka) that can't be made. 

We're selling it for 10K each, for those who like items that seem are collectible. Contact This is Me or me, Nuh' Squeezing for a script.

PS: There is only 1 way to Naraka, and that isn't it. ;D"
1474,18982page120121213031526271589.html,/profiles/PUVK46QGM9G2ANO/,♥♥♥♥♥♥Street Creator Trophies♥♥♥♥♥♥  UPDATED LIST,"I am looking for sections of each of the street creator trophies. 

Here is the list of the different sections  http://www.glitch.com/items/cat-collectible/ 

I have lots to offer (currents, rare cubimals)  for those who wants to sell/trade

I am currently looking for

Street creator pieces:  
Rock #4, #5 
Earth #4 piece  

IM me or give me a mail!

♥Jess

[edit]  For those who ask...NO, street projects are not available right now. Probably in the future, I just want to complete my trophies"
1475,18986page120121213021046150758.html,/profiles/PUV6NG7NK7D217J/,Cubimals :D,"Chick and Piggy (separately): 1000
Firefly and Butterfly plus some yummy awesome stews (separately): 1500 currents
Squid and Frog plus some yummy awesome stews (separately): 2000 currents
All together: 9000 currents (1000 current discount for all)
So comment and I'll see what I can do :D"
1476,18990page120121213031732553630.html,/profiles/PHFCOCGHS4D27K9/,Selling some rare-ish Cubies!,"Chick: 1,000,000,000,000,000,000 and a half currants plus a mint condition funpickle plus your first born child and maybe your soul if I'm feeling particularly hungry.
Helga: 37,000 currants.
Squiddy (I have two): 5,000 currants.
Sno Cone Vendor: 6,000 currants.
Dustbunny: 12,000 currants.
Deimaginator: 17,000 currants.
Cactus: 5,000 currants.

Oh and I'm quite willing to haggle if the prices seem unreasonable, in case the price guide thing I found was outdated and/or inaccurate."
1477,18991page120121213031246726993.html,/profiles/PHV42RH48O02524/,Done,"Have only 1 of each of these:
Bureaucrat   2500
Cactus     2500"
1478,18993page120121213025623793477.html,/profiles/PUVGCJ2IDRG2HU6/,CUBIMAL SALE! *BUY NOW*,"Smuggler (3)- 9,000c 
Greeterbot (1) - 13,000c
Bureaucrat (1) - 13,000c
Sno Cone Vendor (1) - 7,000c
Cactus (3) - 6,000c
Squid (2) - 7,000c
Juju (1) - 6,000c
Common
Batterfly (3) - 700 c
Piggy (5) - 300 c
Chick (12) - 300 c
Butterfly (5) - 300c
Crab (6) - 1,000c
Firefly (12) - 300 c
Frog (1) - 600c

To  buy these cubimals join ''Lily and Panda's superstore ^_^'' From hooche to cubimalss, from food to jellisacs We now supply for parties and special occassions!

And ORDER NOW!"
1479,18994page120121213025027252648.html,/profiles/PHFQMKSAM1D24HC/,CUBIMALS FOR SAAAALE!,"Cactus (3x) - 3K each
Bureaucrat - 4.5K
JuJu (2x) - 4.5K
Greeterbot (2x) - 6K

mail me in game!"
1480,18997page120121213025419074526.html,/profiles/PHFQLOVSFFD2RUL/,"Selling Cubimals - Helga, Yeti, Uncle Friendly, Magic Rock, And Deimaginator","Helga: SOLD
 Uncle Friendly: SOLD
Yeti: SOLD
2x Magic Rock: 65K (Rutiger and Codex)

Deimaginator: 6K. "
1481,19003page120121213021815070206.html,/profiles/PA97IHVNBHD2L6Q/,"Selling Cubimals - Gwen, Uncle Friendly, Helga & many more ! ONLINE NOW! OPENS TO OFFERS ON MULTIPLE BUYS.","I am online at present, please IM me. I can summon for a sale. I am selling the following:

Gwendolyn x 4 - 65k
Uncle Friendly x 2 - 55k
Helga x 2 - 50k
Dustbunny x 6 - 4.5k
Squid x 4 - 4k
Bureaucrat x 4 - 5k
Greeterbot x 2 - 5k 
Deimaginator x 5 - 5k
Juju x 4 - 3k
Sno Cone Vendor x 1 - 4k
Cactus x 3 - 3k
Smuggler x 5 - 4k

OPEN TO OFFERS ON ALL CUBIMALS - PLEASE IM ME IN GAME. "
1482,19016page120121213023007323427.html,/profiles/PHVADJNDM792SEC/,Looking for a Rube or Rook Cubimal,"I'll pay exactly 375,000 currants for either."
1483,19020page120121213024534423367.html,/profiles/PUVG5UGJVEG2Q35/,Cubimals,If you want to buy cubimals you came to the right place so IM me when ever i'm on.... i'm on to much :).....and look forword to cheap prices                                                                                                    sincrly from the depths of my glitch heart me
1484,19025page120121213031453290390.html,/profiles/PUV333V527D2942/,Trading Emblems - Your Humbaba for anything,Looking for Humbaba emblems and I have all other emblems to trade.  Please contact me in game if interested.
1485,19027page120121213030454236147.html,/profiles/PUVNLGMGJSI2J8V/,SOLD Zille Icon 30k,Sold :D Thank you.
1486,19030page120121213023206790395.html,/profiles/PA9UP7RCAUD2PD6/,TOPIC CLOSED,TOPIC CLOSED
1487,19033page120121213025001367878.html,/profiles/PA9UP7RCAUD2PD6/,Selling all 11 icons together CHEAP,well i will sell all 11 icons to you for a cheap price just im me when im online :)
1488,19035page120121213030041922160.html,/profiles/PUVG5UGJVEG2Q35/,Cubimals,do you want to buy cubimals... well you came to the right place cheap cheap prices and there only getting cheaper to get my attenchin first add me as a friend then IM me whenever i'm online don't worry i'm on to much finnaly ask to buy from me
1489,19038page120121213025643941707.html,/profiles/PCREMRVAJNS1JKK/,Have 3 sets of Easter eggs, (5 to a set.) add as friend or e-mail by frog.
1490,19041page120121213023258231687.html,/profiles/PM17QKS8E6020GU/,*** All done! ***,"ALL I need now is the Rube! Then this darn addiction will be cured :)  

I have Philosopher dolls! 
I have a few Strawberry seeds!
I have Easter eggs!
And, I have some currants!

Maybe we can make a deal?"
1491,19042page120121213022751037609.html,/profiles/PUVC1O1O1TF26EU/,Looking to Borrow/Buy A FunPickle (FINISHED),:)
1492,19043page120121213031117568339.html,/profiles/PUVC1O1O1TF26EU/,Selling: Two Cubimals,"1 Bureaucrat
1 Cactus"
1493,19045page120121213025534931284.html,/profiles/PHVNM0KT2B921LT/,Chocolate Eggs for trade,"I'll exchange four Bugsbury Creme Eggs for:

1 Secular Holiday Egg
2 Certified Organic Egg

Anyone interested? ;)

Edit: deal went succeftully through. :)"
1494,19046page120121213030934263721.html,/profiles/PHVRT17MLN527I4/,Megga Amount of Eggs to Trade or Sell,"So, I like a good Egg Hunt like anyone else. I have amassed 23 Eggs that I don't need. I am willing to sell or trade them if the right offer comes along.

Here is what I have, and I will update this as need be.

Pysanka-1
Bugsbury Creme-3
Secular-1
Golden-3

Leave a comment or find me in game. I am on sporadically throughout the day.

This has been updated for a sale/trade of 3 full sets."
1495,19050page120121213030322764121.html,/profiles/PHFEQQV20UC2ES4/,Looking for a Bugsbury Egg—FOUND,I've got others to trade (except Golden).
1496,19052page120121213025405678845.html,/profiles/PUV2JU76I9D2LI5/,I have an extra Friedrich - would like an Ayn.,Anyone up for a trade?
1497,19054page120121213024337941901.html,/profiles/PUVRFHE241H280C/,looking for secular eggs and have bugsbury to trade:),what the title says!!!! IM or mail me or leave a line here :)
1498,19055page120121213030316167881.html,/profiles/PA9T5C0KRUD2I9L/,Rube cubimal for sale,375k?
1499,19057page120121213023346406121.html,/profiles/PUVJP013V8O2DQV/,All Sold!,All sold!! Thank you!! :D
1500,19060page120121213030907534882.html,/profiles/PUVRFHE241H280C/,BUYING FULL EASTER EGG SETS!!!!!,IM or mail me your price or you can leave your price here ;)
1501,19062page120121213025940523984.html,/profiles/PUVRFHE241H280C/,SELLING BLANK IMBUED TP SCRIPT!!!!!!! SOLD TO GRACERIGNEY FOR 39.5k!!! :),"I will treat this as an auction and will start the bidding at 20k you may submit bids through IM mail or if you want it to be public here ;) this auction will stop at precisely 5 pm EST on Friday the 13th of April  ;) any bids submitted after this time wil not be accepted 

TY or looking 

Sinncerely, Sir Clare"
1502,19065page120121213020702222485.html,/profiles/PUVVH2I5C8F2F9E/,"Your Alph for my Grendaline, Spriggan or Pot",Want to trade? :D
1503,19070page120121213031502856501.html,/profiles/PCRHHQ7QNNS1J1S/,Cubis for Sale,"The time has come to recoup some of my hard earned currants by selling some cubimals.  All open to sensible offers, please IM me or make your offer below.
Rock x 1
Rook SOLD
Uncle Friendly SOLD
Helga SOLD
Gwendoline SOLD
Dust Bunny x 3
Bureaucrat x 9
Deimaginator x 5
Greeterbot x 5
Sno-Cone x 6
JuJu x 6
Cacti x 5
Squid x 2

A cubimal habit is a terrible thing :)

Edited to add Gwen cubis"
1504,19072page120121213020751881854.html,/profiles/PUVFGCE493H2I7G/,DONE!,"PLEASE NOTE: This sale is only going until 12 AM EST (Midnight), on Friday, April 13, 2012. Any cubimals reqested by then will be delivered.

PUT IN ALL REQUESTS SOON!!! Logging off for the night, but if you have commented on what you want within 2 h 15 m from now, you will receive your cubimals. [Please note it is 9:45 PM EST]

OK, I've decided I've got WAY too many cubimals. I've sold most rares, but I have some left...Here goes:

Sno Cone Vendor (41), Cactus (19), Juju (22), Squid (23), Bureacrat (23)-1500c each
Greeterbot (7), Smuggler (9), Deimaginator (11), Dustbunny (5)-3500c each
I will trade any of the cubimals above for:
Dusty Sticks (LOL)
GNGs (LOL)
Fun Pickles (LOL!!!)
Easter Eggs
Strawberry Seeds
Rare Cubimals"
1505,19074page120121213021908856133.html,/profiles/PHVGRD5UJK42BC2/,Two Alphs for...,"Sprig, Humbaba, Zille, Lem...or...your offer here.
Either way, here for you."
1506,19076page120121213023115161533.html,/profiles/PUVAHJA7CLE26T8/,Selling Squid Cubimal,"1 Dustbunny - 7k (SOLD)
1 Squid - 5k"
1507,19086page120121213030924259945.html,/profiles/PA9169VVNPD2K44/,[CLOSED] Ludwig Wittgenstein Doll for sale. 350k,"Post here, frog mail, or IM me in game."
1508,19089page120121213024403764147.html,/profiles/PUVFRVFL49E2AO6/,Lem Icon 35k,"Selling lem icon for 35k.  Not taking any items.

Also selling cubimals, 

Yeti-50k
Dustbunny-5k
Smuggler-5k
Juju-5k
Commons-FREE!

First post gets whatever item you wish to buy, thank you all!  Bye! :)"
1509,19112page120121213024511836717.html,/profiles/PHFQLOVSFFD2RUL/,MAGIC ROCK CUBIMAL FOR 55K!,"Get it while it lasts!!  By the way, I am telling you all now that I go by whoever is online gets it.  This is just kind of an alert.  :)"
1510,19119page120121213025740838183.html,/profiles/PUVMGPEITDF20D3/,Bureaucrat cubi- 4K,IM in game or send mail! 
1511,19123page120121213025630249039.html,/profiles/PUVK55QU5CE2VS2/,hooch,I have loads of hooch for FREE! I am working towards the last hooch achievement so place your orders now before it's too late!
1512,19124page120121213030901094951.html,/profiles/PUVK55QU5CE2VS2/,purple flower EDIT: No flowers left.,"I have been accumulating purple flower and have decided to get rid of it all!!! Exactly 200 to go! place all orders now!
EDIT: No purple flowers left. Sorry!"
1513,19134page120121213021915639944.html,/profiles/PHV6C84JR2821C3/,Wanted: Fun Pickle,"I'm looking to procure a pickle for a particularly peculiar performance piece that I'm pondering.

Offering 750K plus a full set of dolls (Ayn, Ludwig, Friedrich). The doll set is worth over 1M.

Contact me in game if you're interested in selling. Thanks."
1514,19140page120121213022633508345.html,/profiles/PA9S30NV0LD2H7M/,Looking for rook cubimal,message me in game preferably!
1515,19141page120121213023304671618.html,/profiles/PUVHOL349JJ22U4/,Got Beans? On Hold,I'm willing to pay 5.5 currants each. You will save the auction costs selling this way. Send me a message. I will buy up to 2000 beans.
1516,19152page120121213022738282795.html,/profiles/PHFQLOVSFFD2RUL/,SALE OF RARE CUBIMALS AWESOME PRICES!!!  ALL SOLD OUT,"Helgas: SOLD
Uncle Friendlys: SOLD
Yeti: SOLD
Gwendolyn: SOLD

Thanks!"
1517,19161page120121213020954537526.html,/profiles/PUVJ86DSLSM2BDC/,Selling Cubimals! Great prices! SOLD,"JuJu- 2k
Cactus- 2k
Sno Cone Vender- 3k
These prices can be negotiated if to high or can be trading for other items. IM me in game or post below if interested :)"
1518,19164page120121213030953489728.html,/profiles/PUV213AN41H24M2/,Selling emblems! Bulk discounts!,"The more you buy the more you save :o

Here's what I (currently) have:

all sold!

Here's what they cost:

1 emblem: 3.5k
2 emblems: 6.75k
3 emblems: 9.75k
4 emblems: 12.5k
5 emblems: 15k
6 emblems: 17.25k
7 emblems: 19.25k
8 emblems: 21k
9 emblems: 22.5k
10 or more: +1.5k per additional emblem

I doubt anyone is actually going to buy 10 or more (especially seeing as I don't even have 10 of any given giant), but that's the cheapest they get. :)

I will check this topic at least once a day; if you post and I haven't gotten back to you within 24 hours, send me a message or if I'm online in-game IM me.

I am also willing to trade emblems if you have ones you don't want since I'm just selling and don't really care what inventory I have."
1519,19173page120121213025150721654.html,/profiles/PUVPK0NSI0F2U33/,+Selling Old Tree Poison Antidote+ SOLD,Yes I am again! Starting at 10k.
1520,19181page120121213031523051623.html,/profiles/PHV3V84U8N82D4G/,Selling Emblem!!!,Does anyone want to buy a Friendly emblem from me? I am selling for 3k. Please reply!
1521,19182page120121213031904854094.html,/profiles/PA94NH11CGD2IIF/,are you looking for a GNG musicblock...?,"I have one I am considering selling, name your price in currants and I will contact you if I decide its worthy of striking a deal!"
1522,19185page120121213025517065165.html,/profiles/PHV4B5GJ0FC2V4L/,Cheap emblems for sale,Sorry all emblems are now sold! 
1523,19194page120121213024508694906.html,/profiles/PUVK55QU5CE2VS2/,Am looking for Humbaba emblems,Does anyone have any emblems of Humbaba for sale or trade? Name your price and we can make a deal!
1524,19196page120121213023137670029.html,/profiles/PUVAHJA7CLE26T8/,Looking for a Magic Rock Cubimal!,IM me in-game if u are selling a Magic Rock Cubimal :)
1525,19200page120121213025552813033.html,/profiles/PUVK46QGM9G2ANO/,Rook purchase - DONE,Done 
1526,19203page120121213024003986141.html,/profiles/PUVCPK78BIJ2HIO/,Tithe 4 you,as my name says i swoop down and tithe 4 u no money please but i do like plops and guano but payment is not needed.  drop me a letter or summon me wile in game ill tithe and be on my way :D i am on every other day :D 
1527,19213page120121213031549780462.html,/profiles/PUVT9D3V0PL2QTC/,"[DONE] Looking for a Rook, have Rube to trade!","NO LONGER LOOKING!

***Get in touch if you'd like to trade!"
1528,19230page120121213022833100361.html,/profiles/PUV1P773GVP2RUR/,Buying Full Glitch Game,Hi I would like to buy this  http://www.glitch.com/items/game/ ty
1529,19233page120121213022223492100.html,/profiles/PUVPUPGH51P2EJQ/,emblem,"emblem of alph, 5k"
1530,19234page120121213023924736951.html,/profiles/PHFDNEO040D2BK3/,Would like to buy 5 emblems,"Don't care which ones they are.

10k"
1531,19237page120121213024730686002.html,/profiles/PUVTV724F7D2G1V/,*~ For Sale: Ayn Rand Doll - 330k ~* *DONE* Ayn found a great home!,"----
Hey guys, 

I'm selling my Ayn Rand Doll, my asking price is 330k.

Please IM me if interested, <3

She is currently anxious and can't wait  to see her new and lovely home with a nice couch where she can spend hours on it. As you can see in this picture here, she really loves to get comfy! So give her a comfy couch! hehe ^~^'

Thank you in advance. <3"
1532,19238page120121213030053254562.html,/profiles/PA9QSTRT4LD2SBF/,Pig Bait,where can I get some?
1533,19245page120121213022048424966.html,/profiles/PA9CPTVMJ4E2J61/,SOLD,Sold.
1534,19252page120121213020738642482.html,/profiles/PHV3J76JGS62RF5/,Selling a GNG,Start bidding and I will let you know!
1535,19253page120121213022728404066.html,/profiles/PHFIIK6IH1D2BL8/,Buying Diamonds,"Hi,

Buying diamonds for 1850 each.  No listing fee saves us all.  IM me in game if interested."
1536,19256page120121213024213206792.html,/profiles/PUV1P773GVP2RUR/,Got one ty,Please let me know if you can sell me 1 or some ty
1537,19270page120121213031157661597.html,/profiles/PUVK46QGM9G2ANO/,BIG Cubimal SALE,"TODAY ONLY WHILE SUPPLIES LAST

Squid, Cactus, Juju, Bureaucrat, Snocone 2k each -- Greeterbot, Smuggler, Deimaginator, Dustbunny 5k each -- Helga and Uncle Friendly 40k -- Yeti 50k -- Gwen 55k -- Magic Rock - 60k "
1538,19273page120121213030619627754.html,/profiles/PA94NH11CGD2IIF/,FOR QUICK SALE!  Uncle Friendly cubimal 30k,IM me!
1539,19275page120121213025620714190.html,/profiles/PUV5T8213DF2VK4/,Looking to buy Funpickle,I have quite a generous offer to pay for a funpickle. :D Please mail/message me in-game if you have a pickle you are willing to sell for just the right price. 
1540,19284page120121213024814374367.html,/profiles/PUV9J6FBP1F2FJF/,Always Buying/Always Selling Thread,"Until Player Vendors get installed, figured I'd start a standing order type thread.

Always Selling:

Fuel Cells - 1500 c

Always Buying:
Beta Pickles - 800k
Any Philosopher Dolls - 225k
GNGs - 300k
Dusty Sticks - 1.2m

Place an order in this thread or offer a sale and we'll trade at Level 4 East.

Also please post your own lists, we'll level the market out."
1541,19311page120121213024416456438.html,/profiles/PUVI4EDKGAJ207T/,Trading Rook Cubimal for Rook Cubimal...? [COMPLETED],"All of my cubimals don't have names except for my rook, who is named ""Rook."" However, I am obsessive compulsive and I would like a rook cubimal that doesn't have a name.

If you are interested in enabling my disorder, please contact me and we can make a trade.

(It's sort of like when the Rube asks you to trade a Grand Ol' Grinder for a Grand Ol' Grinder, isn't it?)"
1542,19314page120121213024121937440.html,/profiles/PHVC2KJ1OE72FCC/,Trading or Selling Emblems,"Trading for Zille emblems or selling for 3k each.

-Tii 1x
-Friendly 1x
-Grendaline 1x
-Mab 1x
-Pot 1x
-Alph 1x
-Spriggan 1x
-Lem 1x

IM, message, or comment with your offer."
1543,19316page120121213025211088717.html,/profiles/PUV839LK9GG23AI/,SELLING ROOK FOR 600K (SOLD),SOLD for equivalent 500k.
1544,19318page120121213025227172913.html,/profiles/PUVV5BLEVFE2BK9/,Selling Easter Egg *Full Sets* ALL SOLD :),I have 3 full sets for sale @ 20k each set :)
1545,19319page120121213024737266610.html,/profiles/PUVKMVKGUCG2PM3/,Deal completed.,"Title's self-explanatory as to what I'm looking for. A 2010 Glitchmas Yeti (for the millionth time, the doll, not the cubi). I'm offering the following:
5 million currants
2x Musicblock GNG
1x Full cubimal set (one each of the 23 cubimals)
1x Full icon set (one each of the 11 icons)
34x Spoiled Strawberry Seeds
10x Full egg set (10 each of Bugsbury Creme Egg, Certified Organic Chocolate Egg, Golden Egg, Pysanka, and Secular Holiday Egg)

Reply here or contact me in-game.

Edit: This deal has been completed."
1546,19321page120121213024225930344.html,/profiles/PHF37VVPE4D2UUT/,"I'VE GOT WITTGENSTEIN, YOU'VE GOT RAND, LET'S EXCHANGE","Hello, I've got a Wittgenstein doll which I'd like to swap for a Rand doll.
Anyone out there holding a Rand but craving a Wittgenstein?
Please reply here or catch me in-game. Cheers!
m"
1547,19327page120121213031313752819.html,/profiles/PHV42RH48O02524/,Bureaucrat & Cactus - 1850 each,Sat. Price:Bureaucrat   1850Cactus     1850
1548,19330page120121213022845917699.html,/profiles/PUVAHJA7CLE26T8/,Wine of the Dead for sale!,"IM me in-game to buy.
(48 Left!)"
1549,19333page120121213021131261536.html,/profiles/PHVUUPBDE6A2C6Q/,The Ladies Lurksalot Cafe is now OPEN!,"Come one, come all, to the brand-new restaurant The Ladies Lurksalot Cafe! Serving a variety of foods and drinks (Including Awesome Stew, Earthshakers, and Flaming Humbabas), all at great prices! The menu can be found here!

UPDATE: We now have a public group! You can find it here!"
1550,19340page120121213025744042518.html,/profiles/PHFHH7G95FD2PC4/,"Want to buy: Old style tree poison. 50,000c","Message me in game please.

Thanks!"
1551,19342page120121213024834600752.html,/profiles/PM17QKS8E6020GU/,Bulk Cubis!,"Take them by the lot!

12 Piggy Cubis - Free - GONE
12 Chick Cubis - Free -GONE
5 Firefly Cubis - Free - GONE
8 Batterfly Cubis - Free - GONE
9 Butterfly Cubis -Free -GONE
9 Crab Cubis - 2k for all 9 - GONE
13 Frog Cubis -3k for all 13 - GONE
2 Squid Cubis - 5k
3 Dustbunny Cubis - 7k each
3 Cactus Cubis  - 5k each
2 Snowcone Vendor Cubis - 5k each
1 Juju Cubi - 10k 

IM me in game :D"
1552,19343page120121213025312221167.html,/profiles/PHV3J76JGS62RF5/,Marketplace forum suggestion,"I would like to request that when people list items that are then later sold on this forum that they still leave the prices. 


For example instead of listing 
""Greeterbot cubi -3k
Gwen cubi-SOLD"" 


 you list:
""Greeterbot cubi-3kGwen cubi 50k SOLD""
This will help people that want to sell the same items later know what a good price is. 
Just a small request/something to keep in mind! thanks :) "
1553,19348page120121213022220319027.html,/profiles/PUV839LK9GG23AI/,NIETZCHE DOLL FOR SALE!,"That's right folks, ye olde German Philosopher doll is just as much fun as Barbie!

IM me in game or pop me a frogmail. :)"
1554,19353page120121213025657603114.html,/profiles/PHVO3VOR3N621PJ/,Selling two old-style Tree Poison Antidote.,"20k separately, 35k together. First come, first served."
1555,19356page120121213024222632224.html,/profiles/PHFQLOVSFFD2RUL/,SELLING RARE CUBIMALS!,"Yeti: 50K
Helga: 45K
UF: SOLD
Gwendolyn: 55K"
1556,19370page120121213032005486356.html,/profiles/PUVUBVSLS7S26OM/,WTB: Wicked Bolognese Sauce,If you can provide this then please let me know!
1557,19376page120121213025223765377.html,/profiles/PUVQ4KLP80T24N8/,Sir Clara's Home Restraunt,Its a great restraunt with food drinks bar and great service too also looking to hire people
1558,19391page120121213031919125106.html,/profiles/PUV2NKDD68F2IR1/,SOLD: Selling Friedrich Nietzsche doll (discount for quick sale),"300K and a Gwendolyn cubimal. OR 300K + best offer!
Post here or IM / frog me in game. "
